NAME,NAME.id,LOCATION.x,LOCATION.y,POSITION,SHAPE.length,SHAPE.orientation,SHAPE.width
b12551,929e23ef-9d9e-4ab6-8798-c421410cb172,308.24927,70.65806,41,17.287981,66.00766,6.2180004
b12691,be252118-2340-4bda-9e89-6c9ac354954f,310.21402,70.71726,42,18.347664,65.22487,6.1261606
b12860,0cee57b0-405b-45f7-a9c6-b2fe1382ca0c,311.60666,70.83826,43,18.181652,61.776745,5.7854524
b12193,e5a90366-e01f-49de-8342-afa2b42f54df,180.36748,67.044586,39,15.157247,75.003,6.5380683
b12323,22d9ae5a-e871-4388-ac91-aa7e043e15c6,179.87679,68.4782,40,14.696413,76.56828,6.708684
b12463,04fc15b0-7fd0-4c36-b613-ef991470f50b,180.2356,68.98595,41,14.972458,74.57777,6.3976
b12613,cf14bc26-0f1a-453c-a83b-05ec432e866b,181.34639,69.03488,42,14.61794,74.65962,6.690156
b12759,be16d8ff-95af-4c68-ba02-903182645dda,181.09402,69.66393,43,14.905871,77.119514,6.5820417
b12216,e0c766a6-e7a0-4a31-950f-31e8b92144f4,198.11075,67.962555,39,15.737229,91.16083,5.6961303
b12336,a1ced966-cf4e-4ef6-9a04-78c23a0027c8,197.83833,69.099625,40,15.786242,91.84824,5.260565
b12481,ddecbaf4-994d-48d2-9851-917a1b80350c,197.65903,70.06374,41,15.706113,90.09951,5.685008
b12628,f03f7eb5-cd49-4bce-b765-a828e14153e6,199.06912,70.03732,42,16.104198,89.148346,6.1292267
b12774,d472ac51-1cd6-45f5-816e-e7cb25871a22,198.69756,70.664856,43,15.946826,89.27618,6.4122634
b12567,9a9835db-9287-41c0-95d1-56c8d71f0916,207.44508,53.520367,41,10.642791,127.40899,3.5096502
b12634,ef08304d-23ce-4c4e-8a90-71cd7dbacbf8,208.81956,53.46315,42,11.07783,126.86994,3.4048867
b12787,8a292e42-329a-442a-a367-b257ae298c3d,208.7715,54.22412,43,10.943475,125.73612,3.3865547
b12695,92d49787-373d-46cc-8fac-5fe1305e44f4,320.40256,58.385513,42,15.944111,69.213776,6.432081
b12863,7815f3f4-75da-4dc8-a9ba-7e26dcd8e3da,321.1826,57.696003,43,15.93806,63.434692,5.773051
b12582,7b043d95-b8d6-4e9f-a1fa-54cbe78c4e9b,125.64818,53.787537,42,23.28368,55.01239,6.6450377
b12736,2465a063-e023-4ae7-b91c-45e00fc19c18,124.491295,54.57192,43,24.70862,56.64971,5.96824
b13018,9d96ff09-96a4-4254-adb8-81836a23f3cb,123.42155,53.415165,44,24.484823,55.428696,6.3110666
b12714,26e8c3bf-27a3-4c6e-83ab-8e891e8c1721,65.535385,62.481003,43,30.338993,96.14379,6.6509366
b12891,2a204927-8a2d-4dfd-9e75-340c11bc4ab3,64.42678,61.761345,44,30.791147,94.05232,6.4648943
b12927,1fa83144-39fa-411e-abcd-03125a5949cd,190.29227,67.748985,44,34.144997,89.66542,6.1833835
b12948,28562e08-f69a-4f05-ad4e-af7887127878,212.31822,55.20746,44,17.11418,125.564575,2.9270353
b12047,c833de6c-9dc3-454c-9f28-59c3d1285853,159.82648,47.438084,38,23.184324,91.474594,5.0363517
b12179,25abbc22-27ba-461a-bad5-ee9cf4522a5b,158.84706,47.80845,39,23.738787,89.9545,4.863008
b12305,9f3e0b84-6f6f-4b6e-b298-485f972c0a34,157.90498,49.175114,40,24.295662,90.47563,4.569419
b12448,fb4f0619-cb47-4815-a032-9d1f2249a113,158.00404,49.598804,41,24.612091,89.995766,4.892411
b12589,689d7cdb-3ff3-4cbb-a6a8-851c1667fe7c,158.67662,49.86319,42,25.446379,90.2017,5.46002
b12746,a5b1a9a6-4adb-4697-a3c4-851c8e7596dd,158.38902,50.497585,43,25.705381,90.129265,4.8982363
b12911,f20e3cc1-a0b0-4d9c-9eb3-e68450fe5372,157.94586,48.918613,44,26.077778,88.96974,5.2157216
b13052,7cef71de-27f2-4db5-bcf9-fea5a3ff8cf2,157.945,48.49918,45,26.553238,89.32856,5.032617
b12050,fa3f3140-f491-4565-ad88-b06b31103356,155.49916,55.504654,38,9.860539,105.25511,5.7807074
b12180,37bc4966-5121-4966-b55c-0ceaf105e613,154.72916,56.122696,39,10.221664,90,5.7049103
b12308,8f148b02-b00a-441f-9d78-90375fa80d97,153.99182,57.397446,40,10.424041,84.7248,5.2924995
b12449,c8e801e7-31b7-42d3-b785-886c20a26e00,153.6075,58.163795,41,10.059984,72.18112,5.5069838
b12592,107d9894-d796-4fbf-848b-17ecdead9b05,154.66144,58.3073,42,10.068056,74.05465,5.0993414
b12747,8f3efba9-d304-44a8-a6d9-372b11fcaecd,154.44084,58.96323,43,10.105637,74.850624,5.4011974
b12915,9e0b9a54-8cf8-42bf-9c90-0e2c87266acf,154.14438,57.105427,44,10.08354,75.96375,5.405895
b13055,28ecb59a-5ba3-439d-870d-8c35dd863a04,154.25012,56.922436,45,10.128978,75.06858,5.4869337
b12057,a6f296ef-2579-4058-9886-6154add8ae67,170.93497,55.223198,38,12.753184,73.86274,5.795991
b12189,df036032-176e-448c-80b0-b6984bd2788b,170.49532,55.423714,39,12.596841,71.44968,5.7928443
b12319,7603a252-8a57-4709-9185-1616457a9f7a,169.67946,56.992676,40,12.800534,71.56496,5.867817
b12455,1a09a0e3-1db2-4660-999c-d985590354d4,169.11273,58.06579,41,13.149478,66.50141,5.620266
b12604,25b9696a-635b-46d3-a416-b7f59a25639f,169.90384,58.20199,42,12.898855,67.22379,5.572425
b12757,019d2694-a870-4dd8-b304-93e76c7cb640,169.8561,58.583054,43,13.158249,65.37659,5.632275
b12923,b5c9d7a1-3986-4c4b-826b-b2ffaf4895aa,169.53413,57.237034,44,12.486228,66.71177,5.7028074
b13059,4de5d091-bf2d-4127-af41-64c277885cdc,169.77666,56.74893,45,12.431156,65.5913,5.830547
b12066,7fc4222f-5c96-481f-a18f-ef2a30a85edd,188.62268,48.214973,38,21.395864,94.2299,6.5026317
b12197,4c672e5a-9f11-472f-9e5d-b8eacb1f2349,187.5984,48.865913,39,21.034391,96.51672,6.348099
b12326,d01cea78-6449-4806-a99a-82492ce06950,186.8965,50.35507,40,21.381996,97.026146,5.985335
b12466,0a58d4d3-c94d-46fb-8c75-a18e52d6737f,186.98595,50.78996,41,21.91754,96.92639,6.111813
b12615,0649a4ae-4e29-4677-8515-bbc6246e862c,188.11876,50.99972,42,21.998617,96.770256,6.097885
b12761,fe34685a-d5da-46af-831d-3e93ec7fe2d1,187.87521,51.56591,43,22.744314,95.57688,6.1646194
b12929,695c2f42-9920-4a8c-b7fd-badee7b091d5,188.02274,49.978184,44,23.35615,94.6014,6.04258
b13072,03591407-b043-47a3-b2b8-52e342f17d40,188.40607,49.362278,45,23.336674,95.62261,6.112521
b12101,b9660637-2d1f-4ee1-bb49-396b1b18338b,219.3939,66.89489,38,17.668772,104.791855,6.2708983
b12222,83c4544c-f36c-4bf6-bd1a-1460bf5e91b7,219.15266,68.226036,39,18.037989,98.13432,5.435909
b12350,7389eb26-64be-446f-a130-2b6f4524dc62,218.8506,69.775856,40,18.587637,96.003685,6.6961045
b12492,17e60005-8e33-4c4d-a7f6-473c983f6d4f,219.22226,70.294266,41,18.716997,95.98329,5.552839
b12638,cc682e96-7c81-4b42-afc8-35dc6d9cbccb,220.9923,70.52148,42,18.94467,95.17454,5.7921247
b12795,b71e246e-ccba-4459-ae48-76556b7c4114,220.69286,71.10214,43,19.37068,94.82644,5.00389
b12954,ead3192c-6a63-4fab-8123-1741dc6eee42,221.44333,69.604866,44,19.794308,94.90766,5.7288475
b13092,3f5bd46b-0d16-42c4-935b-8c64396160ca,221.6382,69.20085,45,19.963184,96.48236,5.9149823
b12133,35fef73a-b9f6-4c7a-9cbf-d19723acbc47,283.9953,54.276722,38,17.390854,45.979866,6.6127877
b12251,f82da8f7-2ce2-4b8a-aae6-255482677c6a,283.0773,54.440765,39,17.238567,49.741104,7.1975574
b12386,5ef27abf-753c-46ca-82e7-dc911f5c006f,283.408,55.454926,40,17.201717,54.279865,7.268917
b12540,51184d4d-3488-4a22-a420-52f17d5a5869,283.21246,55.85519,41,17.311749,57.43344,7.258957
b12686,9bafe91e-e4d4-490a-97c8-3bd7b5dee353,284.3329,55.725357,42,17.703194,59.885735,6.996134
b12841,4cdb8f3f-2e90-413b-af04-7bbc665471bc,284.16647,56.27638,43,17.632982,60.46063,6.594007
b12992,15f9f086-a8e3-4850-a92d-a1877695aad8,284.44162,54.761852,44,17.709906,60.418736,6.6955886
b13134,f157cfc0-f1f0-4656-a56f-768a8e7eef11,284.83936,54.623863,45,17.906294,61.867863,6.847581
b12157,eb8ff869-0d0f-4502-9068-ed09fa70df3d,274.87228,66.47116,38,17.135609,127.07962,6.3870945
b12277,f5caff3c-b381-42db-b6e5-e640f9bcb4eb,274.5091,66.57182,39,17.582573,126.615326,6.8885884
b12410,276a52fd-d9bf-42aa-818b-b279088a5b2f,274.35355,66.86744,40,17.75737,118.393524,5.878126
b12569,9b23fe57-c845-499e-9316-8454822acb39,274.69116,67.15535,41,18.316738,118.30822,6.1833673
b12710,ea881de2-7e3c-4532-bffd-5533c4bf2361,276.6199,67.2649,42,19.337793,114.94125,6.251778
b12886,10b523d0-ff26-4ff7-86ff-bb0b3d842305,276.63345,67.8068,43,18.462618,113.69261,6.0566688
b13021,a2a140ec-37f6-492c-8372-7ecba83c73b1,276.76254,66.32606,44,19.687212,114.2371,6.4688487
b13166,d66d02ca-8c80-4d24-a0a3-0b77caefecaf,277.90555,66.43262,45,20.206596,113.64207,6.0302954
b12158,f082857e-0dc7-465e-85eb-da981c14d05a,288.44855,64.0961,38,13.974933,23.597937,3.541002
b12278,ae086258-96bf-4f9f-a375-fdd3011f2152,288.2742,64.1527,39,14.753743,21.338718,3.6525898
b12411,059c269a-1616-4c26-a8e9-25a78ba4063d,288.73825,66.017746,40,14.688775,18.82328,4.6373534
b12570,3ed69909-b697-4272-8e5d-c9a08ca425dd,289.4929,65.33782,41,15.471481,21.080086,3.7499447
b12711,4d1e75cb-6d76-4c1c-ab47-30b967835435,291.45316,65.059006,42,16.596224,22.44243,4.1641784
b12887,061ad741-bb94-43b1-89ef-c4bd4719c4d8,292.08844,65.17473,43,17.351982,20.18422,4.2178283
b13023,7f59f889-00f9-419d-965e-0a207aa354e7,292.85458,63.985218,44,17.41969,21.556124,4.4337444
b13167,325206e0-10c1-41b8-a761-bb5b1e46c9ae,293.96463,62.9859,45,18.253887,20.636465,4.2770095
b12217,3240c57b-8662-45f7-a202-f6a1960b53ec,202.63075,59.459576,39,12.559192,108.34314,5.641345
b12338,614225bb-f084-4108-8e97-943102498861,202.47597,60.699444,40,13.009718,112.932304,5.4130363
b12484,b9069bb9-db6a-4213-a829-4b5a39f27288,202.53255,61.342697,41,13.425379,110.136345,5.345315
b12630,5ad5e1cf-be1e-4010-baea-89983b3f81d5,203.88284,61.51773,42,13.245339,109.396576,5.4490643
b12780,21430993-7ffa-4109-a5bd-85bec0a247db,203.99359,61.918285,43,13.656447,111.25048,5.2678137
b12941,4cc6efc6-1f07-41a6-930e-16fe59edc42e,203.94298,60.903088,44,13.179181,104.8295,5.4146314
b13081,943e00af-4823-41b3-9e14-484b6c230735,204.47179,60.63673,45,13.47428,104.085396,4.7701516
b12316,9010af79-759f-45ab-abda-c798796c8fdd,164.9279,67.94432,40,9.844327,60.66479,4.4431877
b12453,746c81b0-914c-4f84-9a78-59b804e20820,165.02467,68.94799,41,9.61874,60.791035,4.376117
b12601,a61688b8-ac0e-4e52-9a36-64a390c61965,165.9521,68.93131,42,10.114433,64.76991,4.3163266
b12885,d590bbc4-56d5-4f36-9585-73d4439ad85f,165.17953,69.55412,43,10.0956745,68.45837,4.42792
b12919,bfd8b742-7024-490e-a154-aefca25c9a4b,165.28386,68.07317,44,10.704745,63.518005,4.399463
b13057,4f885538-a38b-432d-b1d0-288d6f300a09,165.34435,67.7481,45,10.748469,64.82235,4.862741
b12407,c53ad5d9-4828-4bb3-9c83-23326fad5941,101.83307,63.440353,40,27.132872,89.0156,6.707058
b12566,ea72be59-05b6-41c3-ae5b-2d5c29e8f884,100.301544,64.59894,41,28.30328,87.97856,6.68182
b12709,405daa03-4d96-4c23-9612-cb7746006c83,99.68242,65.220505,42,28.466618,87.91402,6.1927958
b12727,0f72de87-fe9c-427e-9236-f96dc7674ab0,97.9501,65.320145,43,29.023554,91.5645,6.679214
b12898,9136f399-3165-4da8-9e4a-86a53a667883,96.68007,63.876755,44,30.076275,92.86992,6.5263624
b13032,21ff391f-260f-427b-952f-3f6fe434a71e,95.720894,65.437874,45,30.24209,89.02767,6.800926
b12587,a0f92bc1-a916-47ba-a216-3f34034e6258,141.39053,54.93865,42,13.487705,156.8376,4.639504
b12742,443d0b8c-8f08-4e36-bca5-150d9b771eea,140.73976,55.453083,43,13.410676,157.83383,4.834973
b13019,11d5042f-87f1-4a19-8a34-82f1539c9a9a,140.1116,53.598244,44,12.872767,154.88516,4.147187
b13044,ac84a51a-ade9-4737-83b9-011ec5a4ba37,139.61551,53.173332,45,13.417036,150.29169,4.7175236
b12882,2a44fa08-5df0-4829-bcac-55180ba05e80,129.30655,67.32778,43,14.917588,111.62145,6.982106
b12903,518103d9-3c1b-498c-bc73-9fde1532f42f,129.00514,65.794876,44,15.126811,111.60466,6.581527
b13037,0e14d501-c574-431a-a99d-b70ea84b8656,128.91522,65.59679,45,15.312965,109.27247,6.2459455
b12883,c56ba63e-a5b8-4342-950c-6def9e8e96b3,149.62703,68.494156,43,20.98157,77.00089,5.3981233
b12907,7e810cef-87c1-440c-bfb7-dedf500b6f60,149.3535,66.8217,44,21.562153,77.57417,5.679406
b13048,99baf0b9-2719-4d81-beca-f4713367b513,149.4563,66.364944,45,20.64931,78.62221,5.806308
b13034,1dcd0d10-7c81-4ca0-aa0d-bcbc79b73dc8,120.739235,55.638573,45,23.590193,67.212524,6.372315
b13071,e35b7404-4090-463e-bc01-e857414f709f,181.08757,67.73966,45,16.21702,73.4431,6.2157264
b13077,14704808-fc67-45db-9bc3-003387d8e15c,198.76485,68.9592,45,16.792406,90.6549,5.9052005
b13087,e2ccc716-7529-47db-9776-a07e89b90696,208.79938,52.222298,45,9.2524805,126.68849,3.0959556
b13026,e43ea593-700b-4972-8c69-cac578257ea4,66.1653,57.95771,45,30.906408,94.81053,6.3905377
b13320,bbf9bc26-2a22-448e-a63a-43c141984af5,64.70265,58.52449,46,31.299295,96.172646,6.585157
b13189,5475ba76-4aae-4d88-97e2-a46cfd6a7367,122.16517,64.89931,46,14.502158,89.12767,5.4922514
b13204,66588cef-71ce-470d-8f3a-4315d5ce405a,143.37271,67.69182,46,21.164978,81.12588,5.487209
b13214,b35159d0-4dce-460d-8867-08a4285bbd3f,161.81183,68.2003,46,12.234415,66.682594,4.3882537
b13246,9a17ffe2-c06c-4b88-ad74-f1ed8a5c9d9c,210.3103,55.36981,46,18.451933,123.125916,2.6824248
b13321,00663371-d8d7-40bc-9d8f-b127e4ba7c52,93.69709,66.03813,46,30.558071,89.51399,5.7604985
b12106,a2a0f984-d6d0-4a20-84b5-1565c7b1bda1,222.50693,50.537907,38,13.667631,120.9639,5.400387
b12225,50c9542a-dbe0-4302-bbb7-d6a0a66012d3,221.27452,51.03659,39,13.919719,113.37454,5.674877
b12355,351b68bc-a258-42c5-9398-13d5d658bb26,221.00606,52.365936,40,13.976923,117.22204,4.7954807
b12497,a724f901-e02b-462d-8edd-b3c37fd1ed1a,220.99252,53.068176,41,13.979261,116.56504,5.393697
b12647,7d6b1938-a36e-4a8f-b7b0-b1bd37e1c8a1,222.22472,53.0778,42,13.985307,116.75944,4.226532
b12802,843d217c-e4c4-4525-9eb5-21681f6d7ed9,222.04294,53.58736,43,14.1334505,116.11053,5.7455273
b12957,9d6ca9f7-326e-4997-bfb8-6289a9a95132,221.94704,52.000137,44,13.597683,115.05008,3.8024669
b13102,fe901282-8075-4e68-8ada-25138f9f7aa2,222.34323,51.702686,45,13.554973,117.0166,4.273591
b13255,5deb5878-12f1-4030-9499-088a810619d9,220.55225,52.34586,46,14.061809,115.16576,4.333996
b13391,84444b9b-4867-4cee-a461-d35695ebeb5c,220.25656,53.0951,47,14.438107,114.28231,5.3733654
b12127,ba45c46d-11e7-4def-bce6-e344fc34a5dc,259.7247,68.79039,38,13.979376,81.25381,6.174365
b12243,797511a5-3658-4dbd-b88c-50142a158673,260.78943,69.61002,39,13.750953,92.61545,6.8215575
b12379,4d70a284-81a7-4576-bf87-cc1251bfbeb6,261.3679,71.10615,40,14.239761,95.17732,6.2219477
b12528,6e1f1913-c145-475a-9fcc-1b09d60a856d,262.2314,71.888504,41,14.3188925,94.36458,6.7624583
b12679,061b2540-b9c8-451f-8feb-4e64740fdbd8,264.08627,71.994705,42,14.249659,91.99258,6.3951735
b12828,5471625e-7cb5-4a90-9902-3a5d341ec8d1,264.32736,72.44897,43,14.83641,96.31625,6.3259664
b12983,0af60685-ae0e-4383-94ee-1b5527fc1392,264.82376,71.11925,44,14.63634,95.97981,6.139832
b13127,52fe3cb2-fdb9-4198-a404-4883b8e63937,265.1017,70.850555,45,15.176753,95.44814,6.415433
b13282,5a49e48b-46f3-439c-9375-beb92bbd7fc6,265.01926,71.22437,46,15.527803,94.2239,6.1117873
b13412,edc21f44-4455-4332-9ab0-e6de4deda88e,265.66086,72.02605,47,15.730512,91.46007,6.1451077
b12240,97d0d4f4-b76d-49c6-97ad-2b43304196fd,253.09589,51.10751,39,12.673989,116.565285,5.5743775
b12376,bcebaeb2-3635-4360-9449-adfa741aa8ea,252.62561,52.45351,40,12.707357,115.51396,5.624793
b12525,fe6938fc-bfed-4384-8cf6-a60b7d33e91e,252.52501,53.125336,41,12.424105,116.56505,5.4892006
b12675,8e16f5d0-1162-4954-aaef-5a58b7d0dd34,253.61543,52.97873,42,12.662042,116.56508,5.637263
b12827,e848aa78-0eb5-4863-9824-1127a8ae61f4,253.70557,53.45857,43,12.941459,110.07155,5.6007633
b12979,9a26fd07-ba78-4e0a-95f0-1e1f564f0dd5,254.29245,51.997513,44,12.898042,112.6197,5.6112895
b13122,b3d4f464-3383-41ee-ba82-af1a09a8e98f,254.23239,51.56566,45,13.499013,110.07148,5.6422615
b13276,38c05a50-0d2b-4d2c-aad0-71cd942e037f,253.37494,52.320126,46,13.898559,106.60721,5.454887
b13407,ae292121-65b3-4c06-b337-b017cccc7910,253.86272,53.08887,47,13.556988,111.12792,5.8144236
b12249,05128107-611e-4bba-87c3-5036ff55bd89,267.9561,53.18226,39,13.226209,75.465355,5.873967
b12381,4ee4efa0-0f6f-4cbe-a471-f1b8691f0be9,268.11557,54.136345,40,13.477336,73.90916,5.766134
b12530,756a6ccc-b656-4b5e-b7aa-c7609b7043f0,268.45636,54.292614,41,13.530094,69.00859,5.524129
b12681,68a5ff14-8669-4617-90ed-0bfaa7228e40,270.00873,53.96766,42,13.71871,65.85459,5.529009
b12832,0eb408a8-1781-45c2-83f7-3a7e9daab25a,269.78177,54.70281,43,13.466839,63.434933,5.5249996
b12986,d6790ae4-2138-4919-a8d6-e8a3316f9ff1,269.962,53.122124,44,13.698044,63.43485,5.374165
b13130,31b5d21b-7972-4cc0-bf44-ac10ccebd7b0,270.5623,52.923203,45,14.008234,63.43506,5.3238273
b13284,8c8306ff-4bb0-41e9-befa-21caff3b59a9,270.5848,53.369194,46,14.631654,64.71644,5.920507
b13414,be495caf-b476-4083-a4c3-5c6f2fe6ab10,270.9518,54.42094,47,14.931383,65.00143,4.7704835
b12364,31df02d6-fda8-49b6-b2d0-f2bc2abc2544,236.52295,52.469707,40,14.2317505,118.37428,6.9870744
b12512,56f6e217-41f4-41fd-885f-4b0fae33048a,236.77823,53.19297,41,14.093748,117.75336,5.9507213
b12665,dd5e020b-eabc-44ba-bdb5-2e2bac939512,237.90816,53.077072,42,14.426861,118.44279,6.785413
b12815,5dd0ed0e-f82a-458b-93ec-55fc63fab3ed,237.81102,53.7196,43,14.751498,115.900375,6.750554
b12973,6118924a-6e28-427b-b605-ea3b5f6a4509,237.92929,52.1455,44,14.839909,116.564995,6.5998144
b13114,b9496898-0d0f-43ab-b626-8fa2b0d8501f,238.13208,51.74763,45,14.543269,117.55292,6.908048
b13269,a950d723-724c-427a-a0c1-1d44869a0d5a,237.1063,52.616558,46,14.226378,117.236786,7.054072
b13402,26b0723d-7529-4672-afb0-9f69429eea9c,237.20537,53.43535,47,14.801802,116.40562,6.9618006
b12374,0b4ea343-1cad-41c3-a5d1-520079fb154e,250.1348,61.248817,40,12.35399,127.02072,5.5104976
b12524,ee9bd605-b6ed-497c-998a-d72ac516a7bb,250.22473,61.829124,41,12.618951,129.80542,5.1709366
b12674,fe4d4724-105f-4f2f-968a-84811d5e4841,251.96886,62.12004,42,12.714514,127.511086,5.5347342
b12826,0f32660e-f309-4a7b-8e86-61365a9eff70,252.15628,62.68829,43,11.791532,125.95797,5.491659
b12980,d2ce2c20-a7e8-4a64-8af5-115ef9fc18bd,252.46321,61.30219,44,12.455449,129.20688,5.61503
b13123,173dbb1e-a4c6-40e3-9de4-f29d503dbba3,252.85922,61.00756,45,12.498287,128.1573,5.5593367
b13277,73fc998c-eb24-4150-bceb-a7ff6ee950b3,252.10846,61.802982,46,12.049138,129.52237,5.4995303
b13408,0308892b-b1dc-48be-a73c-f291cd8b926c,252.57039,62.70622,47,12.142099,127.39148,5.549376
b12690,37ee88b3-9b0b-482f-b9d5-8d1da7515e0c,303.48004,62.03671,42,26.183458,34.106308,4.965666
b12855,b48119f9-ae5f-4d43-afd0-87951c6c456b,304.2098,62.940414,43,27.332054,34.0853,4.927369
b12996,aa02345d-7e70-4ec3-878f-12286a9fee41,304.78787,61.85355,44,27.467533,34.417656,4.8342094
b13139,594d3d11-5c5e-4d1c-b08e-8966a460689f,305.7261,61.558624,45,28.429043,35.129204,4.868
b13302,b2afba51-055b-40c9-a9c1-9ff5f9ddaf2d,305.73904,62.56194,46,28.739882,37.304157,4.576837
b13427,b40427c1-f25d-45bf-b268-aa7c949e5a2b,306.93756,63.385017,47,29.626686,39.79043,4.370166
b12699,6af3629f-7962-45dd-900e-5f85069ad7d8,326.5738,70.62748,42,16.231453,55.794987,5.715473
b12866,823036ce-bd0c-4f9b-963e-871c66ff862e,326.98117,71.69232,43,16.12712,61.785446,6.1859174
b13003,48989534-e942-46e5-9115-575931d5824e,326.79608,70.14095,44,16.576714,64.09525,6.073869
b13151,b9da4884-1814-4608-a820-efcefd13ebbd,327.0651,70.280205,45,17.065077,65.96575,6.218047
b13309,5e791d5c-01a8-4c5e-8059-b628445f4f40,326.699,70.61622,46,16.19304,57.185375,5.7097583
b13438,e6ff78d2-06f2-479b-aa57-92b6bc63c97b,327.99826,71.37219,47,14.895164,49.411613,5.180326
b12703,5ac95e4f-0f4f-4da4-ac9d-bed39e5faa8e,338.51138,51.919765,42,19.015875,76.674484,6.9098363
b12871,5990dcb3-860c-4b47-a7f7-94bfd9bbd8c1,339.80957,51.46544,43,19.542454,83.4489,6.8420835
b13010,55d728f8-b451-42ef-a868-0484bf050b8d,340.76556,51.195644,44,18.84833,160.47421,6.6574993
b13158,1797b245-278a-414e-b803-f0592faf66a0,340.51923,51.07364,45,19.223263,167.08893,6.385237
b13315,1ffb1459-325b-4fb1-9fad-30b646343c45,339.9775,51.646294,46,19.325577,164.038,6.46776
b13444,5cfbf03c-a68a-450d-a79f-a85b8c0f8283,340.17383,51.91197,47,19.732536,156.50697,6.5956693
b12812,48b5c21c-e032-40fb-9aa5-112913d5d8bc,240.53712,69.28951,43,26.482561,116.133606,5.119944
b12971,81addc32-28a8-4588-9e25-41fe6828a26a,240.86649,67.84135,44,26.541948,118.20258,5.720674
b13112,0a40d8f0-bffb-4180-b964-e75b7375afad,241.5428,67.19088,45,25.61504,117.47425,5.8330603
b13268,024cd318-143b-479a-9fd6-48e5800bb59b,240.10811,68.279175,46,26.707285,116.46447,5.4911313
b13401,a00bd6f3-5ad3-4617-9e7b-c1f539cea6e7,240.58969,69.02463,47,27.199232,115.75099,6.125982
b12998,bfc13e2a-ddd9-4997-8cb4-203156799584,312.362,68.76223,44,18.27787,60.2491,4.9525504
b13143,cddb9fec-747b-4258-b803-bd28168804a5,313.6125,68.22624,45,18.352583,59.35439,5.6241307
b13305,b0820b4f-a8b4-4b9a-b06a-2c33ef9ca1ac,313.41446,68.8482,46,18.706732,60.26366,5.376954
b13431,cf0c09cc-d3ff-4a6b-a758-2b6d27e42e54,314.76022,69.86538,47,18.857365,63.76536,5.8794446
b13001,31ecde4b-b465-49e2-8d5e-d02cf5555c55,322.44476,54.679634,44,17.24952,59.036507,6.0788875
b13149,7da5f729-87aa-424b-a8e9-d2ad6d080258,324.07733,53.968075,45,17.18637,61.391697,6.602922
b13307,def41652-8f4c-4806-90c0-09a4fb3d1f95,324.3794,54.66229,46,16.732964,60.161537,6.6586223
b13437,314182e3-1bc1-4c47-b01b-f5c9a7686499,325.85733,55.979176,47,17.341599,62.241383,5.877355
b13183,4686d193-5a5b-4002-93dd-c185ae22f7ca,115.87934,56.443275,46,23.040813,95.13798,4.9126196
b13338,1314ad7f-e067-4617-ad04-ed27b883c963,115.785545,57.47251,47,25.12431,102.87446,5.183033
b13196,1c416eb4-aabf-408a-af74-b589e2e46cf3,128.92885,49.56873,46,16.27044,115.49602,5.67272
b13344,72e9d1a7-4f54-4ac2-8ea5-0d4352a44c8d,127.52226,50.081642,47,16.5499,111.628876,6.0183682
b13208,400aeccd-27e7-47e4-a417-35303e3a40a8,154.03706,49.428604,46,27.741224,86.96154,4.99044
b13349,0971577e-02d8-4799-a761-6587beba9996,153.01826,50.104534,47,28.054218,85.97006,5.2756906
b13209,ca98921a-0781-42c6-bdc7-cf7cd7009ec2,148.12758,58.455807,46,10.734001,74.66902,5.605933
b13350,8c8d14a6-eef3-4fdc-87fd-d1f87fdf1e90,148.50613,59.28132,47,11.154023,77.05465,5.9436393
b13216,e26415cd-3cc3-4816-bf5a-d61e57632a92,163.6526,58.30292,46,12.529728,65.915634,5.709608
b13359,5dcfd32f-6dff-47b1-afd5-46adbf731631,164.34982,58.389603,47,12.679852,68.96252,5.763198
b13220,832ee89e-d080-4bfa-b802-506672f9a5f6,177.61816,68.14855,46,16.219704,74.31718,6.3052893
b13366,cb50a35d-f2a4-4e8d-9580-cee7965dd5f0,176.72572,69.248,47,16.269924,76.303154,6.3200607
b13222,9bcde976-0255-48a8-908a-bd7f42f8d779,184.91605,50.469643,46,24.114065,89.09448,5.744368
b13368,43b49c0c-d039-47b5-bcc9-6cfc1b51e9ec,184.78394,50.995533,47,24.569351,92.3533,6.01624
b13233,c1981d67-f98e-491e-b9d9-500e73cde8b5,196.49948,69.33196,46,17.130272,94.02756,6.027613
b13374,3affcbac-a0bf-421b-a142-0573599d5d38,196.31949,70.1167,47,17.686441,92.50913,6.0536757
b13235,5d1b54da-16c9-4265-a75a-3b67ac782a18,201.62119,61.16029,46,14.213841,105.17249,5.156012
b13376,b07aa2c1-8d90-4652-9beb-d6688b107bcd,201.37392,61.934628,47,14.4355,104.03568,5.4530725
b13252,ec65cc47-8adb-43ff-b389-2fe6a8dbcfe8,219.48856,70.51859,46,20.112024,95.38153,3.6683018
b13383,382894ab-e35b-4023-88f0-cc8c6697f90c,219.64037,70.75674,47,20.191305,95.40949,5.695403
b13289,7635b471-5d16-4897-bf3a-62c5a084cca4,288.50208,69.674576,46,41.35646,76.803986,4.5506024
b13417,8bcecdb8-db10-4187-9885-330c71e044b7,289.862,70.71894,47,42.511467,76.57328,4.8454256
b13292,0f4f31dc-8004-48c5-a171-291897bb74a7,285.9529,56.977886,46,17.20073,76.6129,7.2001348
b13419,bfbc9a4f-d73b-4f63-b736-5c8200767363,286.9875,58.00639,47,17.194672,78.83669,6.265007
